704.3,734.7,0,0.7,175.2158333
1325.4,1355.7,0,0.3,175.2475
1220,1118.8,0,1.2,175.2475
1198.2,1097.5,0,0.8,175.1233333
1163.2,1073.2,0,1.4,175.0266667
1148,1049,0,0.9,174.93125
1030.3,941.7,0,0.7,174.8379167
678.7,708.2,0,1,174.7979167
838.1,857.9,0,1.6,174.8229167
1040.2,942,0,1,174.79
1165.6,1185.3,0,0.5,174.7404167
1180.9,1093.1,0,1.6,174.7079167
1191.3,1075.2,0,1.1,174.6070833
1105.2,1009.5,0,0.6,174.5008333
1204.4,1232.9,0,0.9,174.45625
1044.5,1054,0,0.7,174.4758333
900.5,805,0,0.7,174.4529167
923.8,819.7,0,0.9,174.325
1009.4,915.9,0,0.9,174.2045833
1031.2,919.4,0,0.8,174.11625
971.7,861.4,0,0.7,173.9954167
955.4,964.5,0,1,173.93625
1104.4,1113.5,0,0.9,173.9520833
996.9,850.6,0,1,173.8716667
849.5,701.6,0,1.5,173.7
678.3,528,0,0.6,173.5320833
768.7,611.9,0,1,173.3666667
825.5,671.3,0,0.8,173.1854167
660.8,686.4,0,0.7,173.0825
425.8,444.2,0,0.9,173.1108333
678.7,519.3,0,0.7,173.0441667
737.9,572.2,0,0.9,172.8529167
746.3,593.3,0,0.8,172.6591667
726.2,576.2,0,1.3,172.4691667
696,555.1,0,1.3,172.2875
492.7,516.4,0,0.5,172.1875
296.2,311.9,0,1.5,172.20875
558.4,409.8,0,0.4,172.1404167
617.5,472.3,0,1.1,171.9504167
646,502,0,1.7,171.7541667
607.8,468.3,0,1.3,171.5595833
585.4,445.7,0,1.6,171.3525
617.9,625.1,0,1.3,171.2454167
614.9,629.2,0,1.4,171.26375
586.6,449.6,0.2,1.9,171.18125
579.5,442,0,1.2,170.9766667
477.4,375.9,0,1.1,170.7966667
396.3,262.3,0,0.8,170.6266667
352.7,225.4,0,1.5,170.4216667
288.5,301.4,0,0.6,170.3175
511.6,537.9,17.2,0.5,170.3466667
462.3,475.4,0,1.6,170.37625
256.6,269.8,0,1.1,170.4025
352,365.2,0,1.1,170.4220833
511.6,388.1,2.5,1.9,170.3445833
469.3,340.9,0,1.1,170.14
472.9,479.3,0,1.3,170.03625
531.7,544.3,0,0.9,170.0554167
525.1,403.2,0,1.6,169.9716667
521.8,402,0,1.4,169.7625
504,379.7,0,1.8,169.55375
454.9,336.9,0,1.7,169.3433333
384.6,268.1,2.1,0.5,169.1329167
398.3,409.7,0,1.4,169.0291667
498.5,504.2,0,1.8,169.0458333
479.5,365.9,0,1.3,168.9541667
441,326.7,5.7,0.4,168.7429167
379,265.7,0,0.8,168.5329167
354.5,235.7,0,1.6,168.3091667
457.6,342.7,0,1.7,168.0808333
569.5,579.4,0,2.3,167.9629167
404.7,419.4,0,2.5,167.98625
422.2,309.7,0,2.2,167.8941667
554.3,452.6,0,2.4,167.6720833
550.2,462.6,0,2.3,167.4704167
535.4,441.5,0,2,167.2695833
461.3,478.9,0,2.5,167.175
262.4,275.8,0,2.5,167.2120833
491.2,504.8,0,2.6,167.2375
475.6,418.1,0,3,167.205
461,426,0,1.4,167.0870833
525.2,486.6,0,1.5,167.0029167
505.8,497.3,0,2.4,166.9479167
436,376.7,0,3.1,166.87
214.4,222.8,0,2.5,166.805
390.1,402.8,0,2.1,166.8275
385.6,331.1,0,2,166.775
331.7,282.7,0.3,1.2,166.65625
402.9,350.8,0,3.8,166.5316667
461.9,410.6,0.2,1.9,166.4004167
355.5,309.2,2.1,1.2,166.27625
301.1,308.7,0,1.3,166.2191667
455.1,459.1,0,3.3,166.2375
433.8,388.4,0,2.7,166.1966667
325.1,276.8,0,3.2,166.06625
317.8,288.8,15.5,1,165.9454167
344.8,301.7,7.5,1.4,165.8529167
327.7,288.7,0,2.9,165.7458333
240,250.5,1.6,1.7,165.69875
364.4,375,0,3.5,165.7308333
419.6,398.4,0,0.8,165.7054167
293.7,265.6,0,4.4,165.6620833
283.4,242.5,0,1.9,165.5491667
314.6,255.1,0,4,165.4029167
308,253.4,0,3.9,165.2283333
471,483.8,3.4,1.2,165.1625
335.4,341.8,0.3,0.9,165.18125
252.4,224,0,3.8,165.16375
247.3,210,0,4.2,165.0466667
307.6,277.3,0,4.7,164.9366667
317.7,285.1,0,5.2,164.8325
264,269.9,0,5.8,164.78375
250.3,259.4,9.3,1.5,164.8095833
320.2,326.1,0,3.5,164.8308333
359.5,332.8,0,5.9,164.80125
427.4,421.7,11.7,1.9,164.7216667
403,362.6,3.8,1,164.6541667
248.3,223.1,0,2.5,164.5508333
391,360.8,0,4.5,164.4545833
467.2,475.6,0,5.4,164.4104167
578.6,589.5,1.3,1.1,164.4470833
593,552.2,0,5.4,164.3841667
466.7,430,0,5.5,164.24375
348.3,317.7,0,6.4,164.1191667
347.5,315.3,0,1.4,163.9929167
308.5,277.4,0,3,163.8629167
203.2,210.4,0,4,163.8095652
328.9,336.2,0,3.3,163.8416667
361.2,368.5,0,5,163.8695833
348,316.9,0,3.5,163.8216667
341.6,314.1,3.8,3.2,163.6991667
558.4,546.9,16.4,1,163.60375
424.8,385.3,3.3,1.3,163.4808333
256.9,267.6,0,4,163.4266667
339.6,348.1,0.1,1.8,163.4720833
307.4,283.5,0,2,163.4429167
284.4,259.3,0,4.2,163.33125
205.3,211.6,0,5.7,163.2791667
219.1,204.8,0,7.3,163.26875
236.6,218.6,0,6.7,163.1916667
201.1,209,0,4.4,163.15625
204.5,210.5,0,7.9,163.18375
203.8,207.8,0,7.1,163.20875
214.9,197,0,7.1,163.1779167
165.7,148.1,0,5.5,163.0895833
137.4,121.9,0,6.2,163.0070833
112.9,98.1,0,5.7,162.925
88.9,92.5,0,5.8,162.8979167
89.5,95,0,4.8,162.9179167
98.2,86.8,0,2.1,162.9020833
128.1,122.6,0,5.9,162.8583333
193,191.2,0,5,162.8333333
278.7,276.8,0,5.4,162.8225
347.5,345.7,0,3.5,162.8125
386.6,383,0,3.6,162.7995833
484.9,512.2,16.1,1.8,162.85875
517.2,495.2,1.4,4.5,162.8654167
465,461.4,0,6.4,162.8095833
456.8,456.8,0,7.2,162.8
452.2,450.5,0,6.3,162.7945833
444.8,443.1,0,5.9,162.78625
437.7,435.9,0,4.1,162.7783333
429.4,427.7,0,5.8,162.7670833
443.8,445.7,13.9,1.2,162.7845833
424.2,422.4,0,6.5,162.76125
415.8,413.9,0,6.5,162.7516667
405.7,402.2,0,4.9,162.7395833
397.3,395.6,0,6,162.7295833
388.7,387.1,0,4.9,162.7191667
381.8,382,0,6.1,162.71125
377.7,377.6,0,5.7,162.70625
374,372.2,0,6.5,162.7020833
367.2,365.5,0,5.4,162.6933333
381,400.4,3.8,1.3,162.7108333
486.1,484.4,25.2,2.2,162.8316667
448.5,448.5,0,3.6,162.79
499.8,516,2.2,3.9,162.8466667
491.4,482.3,1.9,2.6,162.8366667
476.5,474.7,0,4.5,162.8216667
466.6,462.9,0,5.7,162.8104167
455.5,453.7,0,5.6,162.79875
